orderid,productid,unitprice,quantity,discount,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax,productname,supplierid,categoryid,quantityperunit,unitsinstock,unitsonorder,reorderlevel,discontinued,categoryname,description,picture,ca,order_month,order_year
11063,41,9.65,30,0.1,HUNGO,3,1998-04-30,1998-05-28 00:00:00.000,1998-05-06 00:00:00.000,2,81.73,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,85,0,10,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,260.55,1998-04,1998
11064,17,39.0,77,0.1,SAVEA,1,1998-05-01,1998-05-29 00:00:00.000,1998-05-04 00:00:00.000,1,30.09,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Alice Mutton,7,6,20 - 1 kg tins,0,0,0,1,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,2702.7000000000003,1998-05,1998
11064,41,9.65,12,0.0,SAVEA,1,1998-05-01,1998-05-29 00:00:00.000,1998-05-04 00:00:00.000,1,30.09,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,85,0,10,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,115.80000000000001,1998-05,1998
11064,53,32.8,25,0.1,SAVEA,1,1998-05-01,1998-05-29 00:00:00.000,1998-05-04 00:00:00.000,1,30.09,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Perth Pasties,24,6,48 pieces,0,0,0,1,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,737.9999999999999,1998-05,1998
11064,55,24.0,4,0.1,SAVEA,1,1998-05-01,1998-05-29 00:00:00.000,1998-05-04 00:00:00.000,1,30.09,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Pâté chinois,25,6,24 boxes x 2 pies,115,0,20,0,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,86.4,1998-05,1998
11064,68,12.5,55,0.0,SAVEA,1,1998-05-01,1998-05-29 00:00:00.000,1998-05-04 00:00:00.000,1,30.09,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Scottish Longbreads,8,3,10 boxes x 8 pieces,6,10,15,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,687.5,1998-05,1998
11065,30,25.89,4,0.25,LILAS,8,1998-05-01,1998-05-29 00:00:00.000,,1,12.91,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,LILA-Supermercado,Carlos González,Accounting Manager,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,10,0,15,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,77.67,1998-05,1998
11065,54,7.45,20,0.25,LILAS,8,1998-05-01,1998-05-29 00:00:00.000,,1,12.91,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,LILA-Supermercado,Carlos González,Accounting Manager,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,Tourtière,25,6,16 pies,21,0,10,0,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,111.75,1998-05,1998
11066,16,17.45,3,0.0,WHITC,7,1998-05-01,1998-05-29 00:00:00.000,1998-05-04 00:00:00.000,2,44.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,Pavlova,7,3,32 - 500 g boxes,29,0,10,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,52.349999999999994,1998-05,1998
11066,19,9.2,42,0.0,WHITC,7,1998-05-01,1998-05-29 00:00:00.000,1998-05-04 00:00:00.000,2,44.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,25,0,5,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,386.4,1998-05,1998
11066,34,14.0,35,0.0,WHITC,7,1998-05-01,1998-05-29 00:00:00.000,1998-05-04 00:00:00.000,2,44.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,Sasquatch Ale,16,1,24 - 12 oz bottles,111,0,15,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,490.0,1998-05,1998
11067,41,9.65,9,0.0,DRACD,1,1998-05-04,1998-05-18 00:00:00.000,1998-05-06 00:00:00.000,2,7.98,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Walserweg 21,Aachen,,52066,Germany,0241-039123,0241-059428,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,85,0,10,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,86.85000000000001,1998-05,1998
11068,28,45.6,8,0.15,QUEEN,8,1998-05-04,1998-06-01 00:00:00.000,,2,81.75,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,Rössle Sauerkraut,12,7,25 - 825 g cans,26,0,0,1,Produce,Dried fruit and bean curd,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,310.08,1998-05,1998
11068,43,46.0,36,0.15,QUEEN,8,1998-05-04,1998-06-01 00:00:00.000,,2,81.75,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,Ipoh Coffee,20,1,16 - 500 g tins,17,10,25,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1407.6,1998-05,1998
11068,77,13.0,28,0.15,QUEEN,8,1998-05-04,1998-06-01 00:00:00.000,,2,81.75,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,Original Frankfurter grüne Soße,12,2,12 boxes,32,0,15,0,Condiments,Sweet and savory sauces relishes spreads and seasonings,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,309.4,1998-05,1998
11069,39,18.0,20,0.0,TORTU,1,1998-05-04,1998-06-01 00:00:00.000,1998-05-06 00:00:00.000,2,15.67,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Tortuga Restaurante,Miguel Angel Paolino,Owner,Avda. Azteca 123,México D.F.,,05033,Mexico,(5) 555-2933,,Chartreuse verte,18,1,750 cc per bottle,69,0,5,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,360.0,1998-05,1998
11070,1,18.0,40,0.15,LEHMS,2,1998-05-05,1998-06-02 00:00:00.000,,1,136.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,Chai,1,1,10 boxes x 20 bags,39,0,10,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,612.0,1998-05,1998
11070,2,19.0,20,0.15,LEHMS,2,1998-05-05,1998-06-02 00:00:00.000,,1,136.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,Chang,1,1,24 - 12 oz bottles,17,40,25,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,323.0,1998-05,1998
11070,16,17.45,30,0.15,LEHMS,2,1998-05-05,1998-06-02 00:00:00.000,,1,136.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,Pavlova,7,3,32 - 500 g boxes,29,0,10,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,444.97499999999997,1998-05,1998
11070,31,12.5,20,0.0,LEHMS,2,1998-05-05,1998-06-02 00:00:00.000,,1,136.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,Gorgonzola Telino,14,4,12 - 100 g pkgs,0,70,20,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,250.0,1998-05,1998
11071,7,30.0,15,0.05,LILAS,1,1998-05-05,1998-06-02 00:00:00.000,,1,0.93,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,LILA-Supermercado,Carlos González,Accounting Manager,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,Uncle Bob's Organic Dried Pears,3,7,12 - 1 lb pkgs.,15,0,10,0,Produce,Dried fruit and bean curd,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,427.5,1998-05,1998
11071,13,6.0,10,0.05,LILAS,1,1998-05-05,1998-06-02 00:00:00.000,,1,0.93,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,LILA-Supermercado,Carlos González,Accounting Manager,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,Konbu,6,8,2 kg box,24,0,5,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,57.0,1998-05,1998
11072,2,19.0,8,0.0,ERNSH,4,1998-05-05,1998-06-02 00:00:00.000,,2,258.64,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Chang,1,1,24 - 12 oz bottles,17,40,25,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,152.0,1998-05,1998
11072,41,9.65,40,0.0,ERNSH,4,1998-05-05,1998-06-02 00:00:00.000,,2,258.64,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,85,0,10,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,386.0,1998-05,1998
11072,50,16.25,22,0.0,ERNSH,4,1998-05-05,1998-06-02 00:00:00.000,,2,258.64,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Valkoinen suklaa,23,3,12 - 100 g bars,65,0,30,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,357.5,1998-05,1998
11072,64,33.25,130,0.0,ERNSH,4,1998-05-05,1998-06-02 00:00:00.000,,2,258.64,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,22,80,30,0,Grains/Cereals,Breads crackers pasta and cereal,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,4322.5,1998-05,1998
11073,11,21.0,10,0.0,PERIC,2,1998-05-05,1998-06-02 00:00:00.000,,2,24.95,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,(5) 552-3745,(5) 545-3745,Queso Cabrales,5,4,1 kg pkg.,22,30,30,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,210.0,1998-05,1998
11073,24,4.5,20,0.0,PERIC,2,1998-05-05,1998-06-02 00:00:00.000,,2,24.95,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,(5) 552-3745,(5) 545-3745,Guaraná Fantástica,10,1,12 - 355 ml cans,20,0,0,1,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,90.0,1998-05,1998
11074,16,17.45,14,0.05,SIMOB,7,1998-05-06,1998-06-03 00:00:00.000,,2,18.44,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,Simons bistro,Jytte Petersen,Owner,Vinbæltet 34,Kobenhavn,,1734,Denmark,31 12 34 56,31 13 35 57,Pavlova,7,3,32 - 500 g boxes,29,0,10,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,232.08499999999998,1998-05,1998
11075,2,19.0,10,0.15,RICSU,8,1998-05-06,1998-06-03 00:00:00.000,,2,6.19,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,,1203,Switzerland,0897-034214,,Chang,1,1,24 - 12 oz bottles,17,40,25,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,161.5,1998-05,1998
11075,46,12.0,30,0.15,RICSU,8,1998-05-06,1998-06-03 00:00:00.000,,2,6.19,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,,1203,Switzerland,0897-034214,,Spegesild,21,8,4 - 450 g glasses,95,0,0,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,306.0,1998-05,1998
